uuid,_source,_target,type,name,desc,access_type,influence_strength
CxnDef.57n82EZ9ImQ-q-L,id-a560ff2b-09c8-11ed-1459-0a0027000004,id-a5427aa5-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-33WvksfM_aM-q-L,id-a560ff2b-09c8-11ed-1459-0a0027000004,id-a5464b37-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-V-yvSVPBXV-q-L,id-a560ff2b-09c8-11ed-1459-0a0027000004,id-a540a5e3-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-270_n-i6Sxz-q-L,id-a5603bd9-09c8-11ed-1459-0a0027000004,id-a549a691-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.6YUu7s4m9sl-q-L,id-a5603bd9-09c8-11ed-1459-0a0027000004,id-a54560d3-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.2fR4i2QDJhX-q-L,id-a5603bd9-09c8-11ed-1459-0a0027000004,id-a5497f8b-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-18gsa9AEl7C-q-L,id-a5603bd9-09c8-11ed-1459-0a0027000004,id-a549a693-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-2jHskmZAmfm-q-L,id-a5603bd9-09c8-11ed-1459-0a0027000004,id-a54560d3-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-24rjanC12ce-q-L,id-a55f9f91-09c8-11ed-1459-0a0027000004,id-a54316e5-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.6c4NI6QM2VG-q-L,id-a55f9f91-09c8-11ed-1459-0a0027000004,id-a54316e5-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.2B3eH2JvUBQ-q-L,id-a55f9f91-09c8-11ed-1459-0a0027000004,id-a5407ed5-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-7a4xlhDP2fu-q-L,id-a55f9f91-09c8-11ed-1459-0a0027000004,id-a5407ed5-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.3QzVrqtN_G8-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55f5177-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-7aphKWHtr0F-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55f9f93-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-1SifyRpu5NF-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56014c3-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.cELe9KYvzn-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55fedb1-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.46kHYh4S8jJ-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55fedb7-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-3BHqOMChAGL-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56062eb-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-6QpMTu51ia4-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56089f9-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.4ghF9yeo711-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55fc6a5-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-2Jzfdg1OfmH-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55fc6a3-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-3YyECBgIXoP-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5603bd9-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.4D4awtaqv0h-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560d819-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.4vJSCudKUV6-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5603bd3-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-6D_dw6OeTCN-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55f788d-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.13lOZme3gpP-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5603bd7-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.6T1376TYCXM-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55f7887-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-7HlPE6lZYoh-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560ff2b-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.7y9s20GZmxA-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5617451-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-xZAnnNXF-H-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560b105-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.4EzBvHdhy2T-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56062e9-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-1Lt3O0N2-47-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56062ed-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.29nLW2PVnmy-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56089f5-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.75WcXgnKpuc-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560b101-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-6sEqwRffc5L-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55fc6ad-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.6zBF1pggRC2-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56062e1-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.2tUU7PmYlSd-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55f7881-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-mQPp0Heoap-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5603bdb-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.6iC1-p9qv0z-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55fc6a1-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-31qlz6iER89-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56014c9-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.2ApQQccrrVK-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560ff23-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.QTfdYB7Au4-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560b109-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.gWwThYMLru-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55fedb3-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-6rxRpWdSgFS-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5614d47-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-7roQic3S5cC-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5603bdd-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-2JPU_EkQPCu-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5614d49-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-198MI29Vcet-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5614d45-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.2-xX587JKJ1-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5612633-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-4SVPIN5xUQC-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560ff27-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-6p6k9mAji8d-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55f7889-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-1YxneAdHV7Y-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5617455-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-4nNsoBc7EK-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56062e3-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.5KAP92CUfLt-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560d813-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-3QZVOkkuPD--q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560d811-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.6fOJoueeqPc-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55f9f9d-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-6WQRsA-kZo0-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5617453-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.6u_8re_oQnO-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560d817-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-73xBCmpdU4x-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5614d43-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.ZkE3hNrvJG-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560ff29-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.7PdVZLfOGD8-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55f788b-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-3GOeIQlacLW-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55f9f99-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.7Nl5SjMjjrn-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56014c5-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-7WxV6DztVA8-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56089f7-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-7UdfDPMf9mN-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5603bd1-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-5T79_0apmhc-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5614d41-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-5_ZJFGqRmrj-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5612631-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-4kwVw4bcmMO-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55f5179-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.3a2zZrkmUoV-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560b10b-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-Z8jFnXJrIw-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5603bd5-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.5VkRwzXzBlC-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55fedb9-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.5PrX3f4fUcY-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560b107-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-1Wdd-q29JwR-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5617457-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.6NtIVUPocts-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55fc6ab-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.3o8q1n2xS2x-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55f9f95-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-2Wn7AXsWMaR-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56062e5-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-1GrzfLVZTZO-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56014cb-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-7j8c5nkTVvT-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56089f3-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.7lPuA0XYCHW-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55f9f9b-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.4S5vrk8y3DP-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560ff25-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-67pT839aq_L-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56014c1-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-3oIz_tJcEiC-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55f9f91-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.LrRw5o1eqi-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5612637-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-4AjviN4Lq0d-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560ff21-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.4-o8ckwvhEz-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5612635-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.1ES3r3YQpJm-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55fedb5-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-1LHAhqRnxae-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56062e7-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-4U8mxSayuNj-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55fc6a7-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.1yYmcsmW28X-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a5612639-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.70Nf4jiocn4-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56014c7-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.1756J0Ri6Kv-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55f9f97-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-1xMNxZ6CHDS-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a55fc6a9-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.5e-WGhLX3ky-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560d815-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.2IB79j62vCV-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a560b103-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.1XLMKczNtvc-q-L,id-a55f7885-09c8-11ed-1459-0a0027000004,id-a56089f1-09c8-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-2S6-fB6MyGQ-q-L,id-a5603bd5-09c8-11ed-1459-0a0027000004,id-a54560d3-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.6pGT74DZose-q-L,id-a5603bd5-09c8-11ed-1459-0a0027000004,id-a54560d3-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.5AKUscITwMA-q-L,id-a5603bd5-09c8-11ed-1459-0a0027000004,id-a5493165-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.5Fr5rQlDkcL-q-L,id-a5603bd5-09c8-11ed-1459-0a0027000004,id-a544eba1-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.3vfEfg10utg-q-L,id-a560d817-09c8-11ed-1459-0a0027000004,id-a5419043-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-282B7zzMEbu-q-L,id-a560d817-09c8-11ed-1459-0a0027000004,id-a55ce07b-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.46P7-W05rHb-q-L,id-a560d817-09c8-11ed-1459-0a0027000004,id-a5419043-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.6xVuhOVJtia-q-L,id-a560d817-09c8-11ed-1459-0a0027000004,id-a543da31-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-1CVqTYMY4wH-q-L,id-a560d817-09c8-11ed-1459-0a0027000004,id-a5411b11-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.7xre2Gq-PX_-q-L,id-a560d817-09c8-11ed-1459-0a0027000004,id-a5553f51-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.3G238Mph4oX-q-L,id-a560d817-09c8-11ed-1459-0a0027000004,id-a5553f51-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.NyTWp5ZGh2-q-L,id-a560d817-09c8-11ed-1459-0a0027000004,id-a543da31-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.2cCpM_o85Gs-q-L,id-a560d817-09c8-11ed-1459-0a0027000004,id-a55ce079-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-4K3YJpznY3P-q-L,id-a560ff27-09c8-11ed-1459-0a0027000004,id-a5427aa5-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-7KXVrDY2nHY-q-L,id-a560ff27-09c8-11ed-1459-0a0027000004,id-a5427aa5-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-6MwkWJzEI7P-q-L,id-a560ff27-09c8-11ed-1459-0a0027000004,id-a53f9473-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-5QsXvWqLkwN-q-L,id-a55f9f95-09c8-11ed-1459-0a0027000004,id-a54316e5-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-4Szb93fcPkE-q-L,id-a55f9f95-09c8-11ed-1459-0a0027000004,id-a5484707-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.7ZxmuGw2Ehi-q-L,id-a55f7887-09c8-11ed-1459-0a0027000004,id-a547aac3-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-6EetQA6xeCA-q-L,id-a55f7887-09c8-11ed-1459-0a0027000004,id-a54009a3-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-3WZz6N9p3Aw-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a548470b-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-5o6oKXmk8u1-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a542efd5-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-7RzRPIJT_B3-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a5489521-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.nIvI9DADYR-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a53f4653-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-7bpaRDGrbql-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a5486e13-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-2tyQssK5QRc-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a53f6d61-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.7lztMXT4w_Y-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a5486e11-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-40H1jkAPHkZ-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a53f6d61-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.4KD8_LlVw2v-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a5433df3-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.onE0nvYThD-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a5484709-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.1-ztolKc_vu-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a53f4653-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.1HQTyLNh04S-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a5484709-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.6JJJWFNNyns-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a54d01f5-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.5X9_wNnSOpE-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a5484707-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.2aFhIdhK5RD-q-L,id-a56089f3-09c8-11ed-1459-0a0027000004,id-a542efd5-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.43iMtaKFLfY-q-L,id-a5612635-09c8-11ed-1459-0a0027000004,id-a54057c1-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.7Q-_1gfbAgH-q-L,id-a5612635-09c8-11ed-1459-0a0027000004,id-a54512b1-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-3BTOJ42Qegc-q-L,id-a5612635-09c8-11ed-1459-0a0027000004,id-a54057c1-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.7fuO4BW6cAM-q-L,id-a5612635-09c8-11ed-1459-0a0027000004,id-a545aef7-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-Tv36j2Sk--q-L,id-a5612635-09c8-11ed-1459-0a0027000004,id-a545fd11-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.RUQkhqczyL-q-L,id-a5612635-09c8-11ed-1459-0a0027000004,id-a5425393-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-5CCQta5EmXT-q-L,id-a5612635-09c8-11ed-1459-0a0027000004,id-a545fd11-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.1WKtj5QD52I-q-L,id-a5614d47-09c8-11ed-1459-0a0027000004,id-a542efd1-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.4TK1xW4iLBl-q-L,id-a5614d47-09c8-11ed-1459-0a0027000004,id-a55da3c9-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-314PagjKe-N-q-L,id-a5614d47-09c8-11ed-1459-0a0027000004,id-a542efd1-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.s2s3sKX1gj-q-L,id-a560d815-09c8-11ed-1459-0a0027000004,id-a543da31-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.7F-L_s-bJuP-q-L,id-a560d815-09c8-11ed-1459-0a0027000004,id-a54587e3-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-50Cg6XwVD2R-q-L,id-a56089f1-09c8-11ed-1459-0a0027000004,id-a5444f61-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.2gZiw7YtJor-q-L,id-a56089f1-09c8-11ed-1459-0a0027000004,id-a54d01f3-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.6owQCcPIxBl-q-L,id-a56089f1-09c8-11ed-1459-0a0027000004,id-a54009a1-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.1H21_iwQXId-q-L,id-a56089f1-09c8-11ed-1459-0a0027000004,id-a5433df3-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-5GaPdoc5pY0-q-L,id-a56089f1-09c8-11ed-1459-0a0027000004,id-a53f6d63-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.1XqPLaMK7By-q-L,id-a56089f1-09c8-11ed-1459-0a0027000004,id-a541de61-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-11ieVnhIy3g-q-L,id-a56089f1-09c8-11ed-1459-0a0027000004,id-a54d01f1-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-5bet2Jr1yeK-q-L,id-a56089f1-09c8-11ed-1459-0a0027000004,id-a543b327-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-7lphU_k21g1-q-L,id-a56089f1-09c8-11ed-1459-0a0027000004,id-a53f1f41-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.6Ge3F_cBO7f-q-L,id-a56089f1-09c8-11ed-1459-0a0027000004,id-a5407ed3-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.3hx96HWVVRC-q-L,id-a56089f1-09c8-11ed-1459-0a0027000004,id-a540a5e1-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.6zjxglVIPaN-q-L,id-a56089f1-09c8-11ed-1459-0a0027000004,id-a5433df3-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.WEDupnPv4l-q-L,id-a56089f1-09c8-11ed-1459-0a0027000004,id-a542efd3-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-w_5CJHaqvs-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a5425395-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-5DYw7Fid_Gq-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a54057c5-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.1AuvMYStHU9-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a5420573-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.2hGI7ZcaRZu-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a54030b3-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-25gxmAIVgE_-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a55602a7-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.7tHPMTv3SD4-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a5436503-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.2VyI6JPdgAu-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a542efd3-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.2eY7bOGLj2l-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a55dcad3-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.1H1UiTsW-8j-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a540f401-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-5t7cQwV96K5-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a53fe295-09c8-11ed-1459-0a0027000004,Composition,,,,
CxnDef.-6-Xt1C2Us20-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a5420573-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-6-4NszRTqfy-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a5427aa5-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-75NrhdfBok5-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a542a1b1-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-2lMGMCHENuK-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a54d7727-09c8-11ed-1459-0a0027000004,Association,,,,
CxnDef.-5sRc6PE0mQI-q-L,id-a56014c5-09c8-11ed-1459-0a0027000004,id-a54560d1-09c8-11ed-1459-0a0027000004,Composition,,,,
